especie,cenario,desvio_termico,desvio_bpm,variabilidade_bpm,queda_atividade,fragmentacao_repouso,taquicardia_repouso,risco
bovino,saudavel,0.0,0.0,0.028854397036742776,0.0,1.0,0.0,0
cao,letargia,0.0,0.0,0.03488829791528541,0.0,1.0,0.0,1
gato,saudavel,0.0,0.0,0.02014206544221204,0.015021589911994204,1.0,0.0,0
ave,saudavel,0.0,0.0,0.027601496755808197,0.0,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.04474282475136781,0.0,0.3448275862068965,0.0,0
coelho,febre,0.4024047025036832,0.0,0.11481048900978616,0.15696464889919481,0.689655172413793,0.0,1
cao,febre,0.642724523375769,0.0,0.10182216876881584,0.19937209042523918,1.0,0.06666666666666667,1
coelho,saudavel,0.0,0.0,0.04241650686765793,0.0,0.3448275862068965,0.0,0
cao,taquicardia_repouso,0.0,0.8727713135029624,0.048866900683816,0.7303148117701667,0.0,1.0,1
cao,saudavel,0.0,0.0,0.033228062877736865,0.031078226271524567,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.027423990558057006,0.0,1.0,0.0,0
ave,saudavel,0.0,0.0,0.02571626149367191,0.0,0.3448275862068965,0.0,0
gato,taquicardia_repouso,0.0,1.0,0.05376680162421918,0.7174661307420807,0.0,1.0,1
coelho,letargia,0.0,0.0,0.04797975746966978,0.1972441911979924,1.0,0.0,1
ave,letargia,0.0,0.0,0.023068308643408936,0.09307870806222684,1.0,0.0,1
cao,atividade_intensa,0.0,0.3718109526195321,0.051629564863058024,0.0,0.0,0.0,0
cao,hipotermia_choque,0.4397855883827442,0.0,0.26929575551988627,0.8572298589442935,0.0,0.0,1
bovino,atividade_intensa,0.0,0.4028551158874756,0.04953248417124041,0.0,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.03895690572065212,0.0,0.3448275862068965,0.0,0
ave,letargia,0.0,0.0,0.02520762842704939,0.06667227764050732,1.0,0.0,1
ave,saudavel,0.0,0.0,0.02159439098806599,0.012119361632997094,0.0,0.0,0
cao,saudavel,0.0,0.0,0.02288251011707958,0.0,1.0,0.0,0
cao,saudavel,0.0,0.0,0.035134521112814524,0.0,1.0,0.0,0
cao,letargia,0.0,0.0,0.04446249732420831,0.0,1.0,0.0,1
coelho,atividade_intensa,0.0,0.37242260418777384,0.04498076093400909,0.0,0.0,0.0,0
bovino,febre,0.6892344378487298,0.0,0.12243892669134862,0.08255280800822296,1.0,0.16666666666666666,1
ave,saudavel,0.0,0.0,0.018902743003340147,0.0,0.0,0.0,0
cao,taquicardia_repouso,0.0,0.8607703154532076,0.04359381664167426,0.723006518692365,0.0,1.0,1
cao,letargia,0.0,0.0,0.05096330945358544,0.0,1.0,0.0,1
cao,febre,0.2278662456089946,0.0,0.10023710177480295,0.24037606666374278,1.0,0.0,1
ave,atividade_intensa,0.0,0.45838008802962493,0.05609885945690429,0.0,0.0,0.0,0
cao,hipotermia_choque,0.5346329465360806,0.0,0.21989610202068585,0.8621665174327727,0.0,0.0,1
gato,saudavel,0.0,0.0,0.022406568323395794,0.04742146515192236,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.029961342159833693,0.0,1.0,0.0,0
ave,taquicardia_repouso,0.0,1.0,0.051864262321200665,0.8050483541007919,0.0,1.0,1
coelho,hipotermia_choque,1.0,0.0,0.28864035593096365,0.9019828204547906,0.0,0.0,1
cao,febre,0.3692572320092151,0.0,0.1072259035740346,0.17332599256148895,1.0,0.06666666666666667,1
cao,taquicardia_repouso,0.0,0.809448362138371,0.039701853985063505,0.7043756309662599,0.0,1.0,1
bovino,atividade_intensa,0.0,0.37729614674687406,0.06165032506899004,0.0,0.0,0.0,0
gato,febre,0.9189356510944888,0.0,0.059890251808398416,0.1631110988638751,1.0,0.0,1
bovino,taquicardia_repouso,0.0,1.0,0.04568074651852828,0.7268696692929233,0.0,1.0,1
ave,taquicardia_repouso,0.0,1.0,0.05024074075754282,0.8159384076627705,0.0,1.0,1
cao,saudavel,0.0,0.0,0.037659690989870785,0.09352424500839307,1.0,0.0,0
coelho,atividade_intensa,0.0,0.3052013608655366,0.053555040025222135,0.0,0.0,0.0,0
bovino,febre,0.4480124415772859,0.0,0.09452040933678352,0.08165550822887158,1.0,0.1,1
bovino,saudavel,0.0,0.0,0.02819811565920987,0.0,1.0,0.0,0
coelho,saudavel,0.0,0.0,0.040511044422023836,0.016910552212440977,1.0,0.0,0
cao,saudavel,0.0,0.0,0.03918525251815403,0.04219603458265053,1.0,0.0,0
coelho,saudavel,0.0,0.0,0.04138342920230312,0.0,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.05547254976758478,0.0,0.0,0.0,0
gato,febre,0.32140325799223435,0.0,0.08078801953409101,0.16385675119165077,1.0,0.1,1
cao,saudavel,0.0,0.0,0.03572244029573959,0.05476561119309331,1.0,0.0,0
bovino,febre,0.5821555925664843,0.0,0.08545188950230435,0.17353352830985413,1.0,0.0,1
bovino,letargia,0.0,0.0,0.03892816981028882,0.0,1.0,0.0,1
gato,atividade_intensa,0.0,0.5629426625565741,0.044587191639730774,0.0,0.0,0.0,0
coelho,febre,0.1712188512419932,0.0,0.10601967641485455,0.14357212338358405,1.0,0.0,1
gato,saudavel,0.0,0.0,0.025453586536078678,0.0,0.689655172413793,0.0,0
cao,febre,0.6702839584149982,0.0,0.10179059529997554,0.19275371640444972,1.0,0.03333333333333333,1
bovino,taquicardia_repouso,0.0,1.0,0.04338976782011372,0.7054815234128239,0.0,1.0,1
cao,taquicardia_repouso,0.0,0.830109094115199,0.046761799167575266,0.7485766781839206,0.0,1.0,1
coelho,saudavel,0.0,0.0,0.046277958705980345,0.07371327146091844,1.0,0.0,0
gato,letargia,0.0,0.0,0.020558140304868865,0.0,1.0,0.0,1
gato,taquicardia_repouso,0.0,1.0,0.04811561478112311,0.7755650741513331,0.0,1.0,1
bovino,febre,0.2584823007199759,0.0,0.0773914311101646,0.08247193753305238,1.0,0.0,1
cao,letargia,0.0,0.0,0.04347435755203285,0.0,1.0,0.0,1
gato,hipotermia_choque,1.0,0.20652467388531326,0.24953578058631626,0.8850518635611976,0.0,0.0,1
coelho,febre,0.4856371722829351,0.0,0.12817617350142063,0.18355627093337645,1.0,0.1,1
ave,febre,0.00048196706098480036,0.0,0.08441496949028018,0.1412374740987522,0.3448275862068965,0.0,1
coelho,saudavel,0.0,0.0,0.04302661564194339,0.0,0.3448275862068965,0.0,0
coelho,letargia,0.0,0.0,0.0546328018440275,0.3573009302454794,1.0,0.0,1
bovino,saudavel,0.0,0.0,0.03077442967626112,0.0,1.0,0.0,0
ave,febre,0.17006565076625435,0.0,0.05707026383057813,0.18407777455673446,0.689655172413793,0.0,1
coelho,saudavel,0.0,0.0,0.036578975285781,0.0,0.0,0.0,0
bovino,saudavel,0.0,0.0,0.03698627577479773,0.0,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.028544977283115953,0.027671761598967337,1.0,0.0,0
ave,saudavel,0.0,0.0,0.020543722285133847,0.0,0.0,0.0,0
cao,letargia,0.0,0.0,0.04550612629987065,0.0,0.8620689655172414,0.0,1
coelho,saudavel,0.0,0.0,0.042697389958029165,0.0,0.3448275862068965,0.0,0
cao,taquicardia_repouso,0.0,0.9460282759541379,0.04387747076180025,0.7154578763441648,0.0,1.0,1
cao,saudavel,0.0,0.0,0.03198749747576768,0.0,1.0,0.0,0
cao,febre,0.0798349444701365,0.0,0.11607296131684967,0.07837410955303403,1.0,0.0,1
gato,saudavel,0.0,0.0,0.02443156494404636,0.0,0.689655172413793,0.0,0
cao,febre,0.40152344570093823,0.0,0.1388223965687011,0.1240686241738892,1.0,0.13333333333333333,1
coelho,letargia,0.0,0.0,0.03753048692501237,0.06219455695675802,1.0,0.0,1
gato,febre,0.37391225740171463,0.0,0.08654087694010879,0.19025975871125422,1.0,0.1,1
gato,saudavel,0.0,0.0,0.024595776352079154,0.0,0.5172413793103448,0.0,0
bovino,letargia,0.0,0.0,0.03788106129692691,0.01569579178032643,1.0,0.0,1
bovino,saudavel,0.0,0.0,0.03843170960449748,0.004875076575488246,1.0,0.0,0
cao,letargia,0.0,0.0,0.043447119315450256,0.0,1.0,0.0,1
gato,letargia,0.0,0.0,0.02637762121250324,0.0,1.0,0.0,1
coelho,letargia,0.0,0.0,0.05033828738574154,0.0,1.0,0.0,1
cao,febre,0.05585905572209682,0.0,0.09853390401416072,0.20434713284125927,1.0,0.03333333333333333,1
coelho,saudavel,0.0,0.0,0.04854815730840211,0.0,0.0,0.0,0
gato,saudavel,0.0,0.0,0.022165450083598614,0.01689607236986479,1.0,0.0,0
ave,febre,0.018051551934107124,0.0,0.06449439723405992,0.11993946160753488,0.689655172413793,0.0,1
bovino,taquicardia_repouso,0.0,1.0,0.04622607872750256,0.6441092107151041,0.0,1.0,1
coelho,hipotermia_choque,1.0,0.0,0.25394590922295857,0.8813106766823684,0.0,0.0,1
cao,atividade_intensa,0.0,0.392382752403023,0.05089573394918713,0.0,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.04284306917398004,0.0,0.0,0.0,0
bovino,saudavel,0.0,0.0,0.028613191367872593,0.04672509824032711,1.0,0.0,0
cao,hipotermia_choque,0.23641457345530092,0.0,0.24418546165350877,0.844445803489753,0.0,0.0,1
ave,febre,0.0,0.0,0.07291092356741984,0.19613140213419245,0.3448275862068965,0.0,1
bovino,saudavel,0.0,0.0,0.03502787996153697,0.0,1.0,0.0,0
ave,saudavel,0.0,0.0,0.019932557491949728,0.0,0.0,0.0,0
cao,febre,0.39455814486486473,0.0,0.12977894665227108,0.20270901371119732,1.0,0.13333333333333333,1
cao,letargia,0.0,0.0,0.04395632029379557,0.0,1.0,0.0,1
coelho,saudavel,0.0,0.0,0.03912898496145011,0.019628225911618835,0.3448275862068965,0.0,0
coelho,hipotermia_choque,0.8888864790391626,0.0,0.2895499780786516,0.8846004421138602,0.0,0.0,1
cao,taquicardia_repouso,0.0,0.866780991281282,0.04661549383266149,0.7561971448561322,0.0,1.0,1
ave,atividade_intensa,0.0,0.4745772293627284,0.04858927174006604,0.0,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.030476339707237003,0.0,0.0,0.0,0
cao,letargia,0.0,0.0,0.05125808626140562,0.0,1.0,0.0,1
gato,letargia,0.0,0.0,0.02575345963032482,0.0,1.0,0.0,1
coelho,atividade_intensa,0.0,0.3095188438647063,0.0666932319102186,0.0,0.0,0.0,0
ave,saudavel,0.0,0.0,0.02116586628156228,0.026390502354875944,0.0,0.0,0
bovino,hipotermia_choque,0.20509659229873023,0.0,0.2691494830092691,0.8476735936235132,0.0,0.0,1
coelho,taquicardia_repouso,0.0,0.8327846982733123,0.03924524531367276,0.7932163399465771,0.0,1.0,1
ave,febre,0.30521564950576163,0.0,0.08942430701822632,0.17063903417727422,0.3448275862068965,0.0,1
gato,saudavel,0.0,0.0,0.023301071583337378,0.03998040629112609,1.0,0.0,0
gato,saudavel,0.0,0.0,0.023172547660550775,0.00803660366758907,0.689655172413793,0.0,0
bovino,taquicardia_repouso,0.0,1.0,0.03410393998723227,0.7108063301473906,0.0,1.0,1
coelho,taquicardia_repouso,0.0,0.8466773884907839,0.042395414295266554,0.7740648230216689,0.0,1.0,1
coelho,saudavel,0.0,0.0,0.041061618881023415,0.0041271835509200105,0.689655172413793,0.0,0
ave,hipotermia_choque,0.567118174130222,0.0,0.17786889007982248,0.897726518296754,0.0,0.0,1
coelho,saudavel,0.0,0.0,0.03635127768847157,0.0,0.0,0.0,0
cao,febre,0.24245984442839874,0.0,0.11377882786463346,0.09207117094267725,1.0,0.0,1
cao,febre,0.2934048050653104,0.0,0.13767318462275618,0.18673791303241527,1.0,0.1,1
bovino,saudavel,0.0,0.0,0.03660808596472295,0.0,1.0,0.0,0
coelho,atividade_intensa,0.0,0.28839949493226524,0.05476816151082128,0.0,0.0,0.0,0
bovino,taquicardia_repouso,0.0,0.9885472802336337,0.05240890669272057,0.6426267979803598,0.0,1.0,1
bovino,letargia,0.0,0.0,0.04921930932942986,0.0,1.0,0.0,1
bovino,saudavel,0.0,0.0,0.030160477044597758,0.0,1.0,0.0,0
gato,febre,0.5094502955326508,0.0,0.074848965949724,0.11663179910120813,1.0,0.06666666666666667,1
ave,saudavel,0.0,0.0,0.02195042225936084,0.011021548319907648,0.0,0.0,0
ave,saudavel,0.0,0.0,0.021396390927733277,0.018225554645373343,0.0,0.0,0
cao,letargia,0.0,0.0,0.046474206619853624,0.0,1.0,0.0,1
coelho,atividade_intensa,0.0,0.3231485844823194,0.05911370126262207,0.0,0.0,0.0,0
cao,febre,0.4031464321369316,0.0,0.13747296249171867,0.1693985186330489,1.0,0.16666666666666666,1
gato,saudavel,0.0,0.0,0.02430307855090595,0.018013859861155224,1.0,0.0,0
gato,saudavel,0.0,0.0,0.027692438691459233,0.0,0.3448275862068965,0.0,0
coelho,saudavel,0.0,0.0,0.05348400762682116,0.0,0.0,0.0,0
ave,saudavel,0.0,0.0,0.029296076425448663,0.035216445419595455,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.04179894795620282,0.0,0.0,0.0,0
bovino,saudavel,0.0,0.0,0.03137604962214109,0.1232598515140213,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.029222067609712625,0.0,1.0,0.0,0
ave,taquicardia_repouso,0.0,1.0,0.04422586339533032,0.8334475995335895,0.0,1.0,1
ave,taquicardia_repouso,0.0,1.0,0.04333547730049616,0.8373858745549396,0.0,1.0,1
coelho,hipotermia_choque,0.464187093215789,0.0,0.241587664656955,0.9038675541295598,0.0,0.0,1
cao,letargia,0.0,0.0,0.048595482642544804,0.0,1.0,0.0,1
coelho,saudavel,0.0,0.0,0.043236262062697144,0.0,0.0,0.0,0
gato,taquicardia_repouso,0.0,1.0,0.041804697894767914,0.7387284011836844,0.0,1.0,1
ave,saudavel,0.0,0.0,0.023248096548739973,0.0023799357380579478,0.0,0.0,0
bovino,febre,0.4357610311550768,0.0,0.0828580834455716,0.2154562284774525,1.0,0.03333333333333333,1
coelho,saudavel,0.0,0.0,0.03848608251811952,0.004335727700052194,0.689655172413793,0.0,0
bovino,saudavel,0.0,0.0,0.02983229107690736,0.021628873430701634,1.0,0.0,0
cao,saudavel,0.0,0.0,0.03572341094328609,0.0,1.0,0.0,0
coelho,saudavel,0.0,0.0,0.03940738975382871,0.0,0.0,0.0,0
gato,letargia,0.0,0.0,0.024033885097584005,0.0,1.0,0.0,1
cao,febre,0.3692950035744329,0.0,0.11274407937051066,0.11677662952369883,1.0,0.06666666666666667,1
coelho,letargia,0.0,0.0,0.049435823177220097,0.0,1.0,0.0,1
gato,taquicardia_repouso,0.0,1.0,0.03695311099450603,0.8005999129544794,0.0,1.0,1
cao,atividade_intensa,0.0,0.32482211420433127,0.0434623305626123,0.0,0.0,0.0,0
ave,hipotermia_choque,0.14060022937663774,0.0016839035126934299,0.16768179514818954,0.9076058976073352,0.0,0.0,1
bovino,hipotermia_choque,0.8560915049649414,0.0,0.20544658544677222,0.8080900186979091,0.0,0.0,1
bovino,saudavel,0.0,0.0,0.03188893150760145,0.0,1.0,0.0,0
cao,saudavel,0.0,0.0,0.038835607288787134,0.019500334839273936,1.0,0.0,0
coelho,saudavel,0.0,0.0,0.03699124515522361,0.004214309540805261,0.5172413793103448,0.0,0
coelho,febre,0.34318312992482447,0.0,0.1514750079747846,0.10547666145770396,0.3448275862068965,0.0,1
gato,saudavel,0.0,0.0,0.021671216090341804,0.016488621746226673,1.0,0.0,0
coelho,taquicardia_repouso,0.0,0.8523752540894269,0.031119811057441205,0.7917396515295037,0.0,1.0,1
gato,letargia,0.0,0.0,0.028380460741620914,0.12227620486311352,1.0,0.0,1
cao,hipotermia_choque,0.5798643661947676,0.0,0.2786391487854799,0.8828520832961609,0.0,0.0,1
cao,hipotermia_choque,0.752415565646912,0.0,0.2543992542202272,0.8739136441722795,0.0,0.0,1
coelho,taquicardia_repouso,0.0,0.8254455365283244,0.03992974307811756,0.8283813256621543,0.0,1.0,1
bovino,saudavel,0.0,0.0,0.028410285589109966,0.0,1.0,0.0,0
ave,letargia,0.0,0.0,0.025277460306385495,0.037774459640438574,1.0,0.0,1
coelho,atividade_intensa,0.0,0.32227820127701046,0.049762296253101586,0.0,0.0,0.0,0
gato,febre,0.9412485855360682,0.0,0.057906133272900354,0.09060252385072098,1.0,0.0,1
bovino,febre,0.3876837515412035,0.0,0.12075714997181002,0.15518691786332717,1.0,0.26666666666666666,1
gato,saudavel,0.0,0.0,0.02442900076699264,0.028187464154447617,1.0,0.0,0
bovino,saudavel,0.0,0.0,0.030840811421858048,0.04809704829038097,1.0,0.0,0
bovino,letargia,0.0,0.0,0.03604340670708276,0.0,1.0,0.0,1
ave,atividade_intensa,0.0,0.5458859070236948,0.05546511134220782,0.0,0.0,0.0,0
ave,febre,0.47913490969187933,0.0,0.07040531933514327,0.10190324080485125,0.0,0.0,1
coelho,febre,0.8073889554830675,0.0,0.1434297952474089,0.12965571767951956,1.0,0.0,1
gato,saudavel,0.0,0.0,0.02150087754501432,0.10721599476087496,1.0,0.0,0
gato,saudavel,0.0,0.0,0.02257501354299407,0.01814792317314884,0.689655172413793,0.0,0
gato,taquicardia_repouso,0.0,1.0,0.045884313815287174,0.7702986769435352,0.0,1.0,1
ave,atividade_intensa,0.0,0.4716533172470576,0.045791134725693114,0.0,0.0,0.0,0
gato,saudavel,0.0,0.0,0.02384176775382165,0.026819753027793936,1.0,0.0,0
ave,atividade_intensa,0.0,0.5272037725442373,0.0648305955456299,0.0,0.0,0.0,0
cao,febre,0.5193956883051694,0.0,0.10508155501533918,0.16627097777498545,1.0,0.03333333333333333,1
coelho,saudavel,0.0,0.0,0.03873511209942821,0.08814737588731969,1.0,0.0,0
gato,saudavel,0.0,0.0,0.020307203507948297,0.016392530597214572,1.0,0.0,0
gato,taquicardia_repouso,0.0,1.0,0.05956396279676773,0.7757583478045338,0.0,1.0,1
gato,saudavel,0.0,0.0,0.022845266536247893,0.0,0.3448275862068965,0.0,0
ave,saudavel,0.0,0.0,0.022271472878246504,0.0,0.0,0.0,0
cao,taquicardia_repouso,0.0,0.8550137914312601,0.049386322944475744,0.789195706516227,0.0,1.0,1
bovino,saudavel,0.0,0.0,0.027180142566996527,0.043569963871822215,1.0,0.0,0
ave,hipotermia_choque,0.40640527579941477,0.0,0.16600909105171244,0.9032379185602355,0.0,0.0,1
gato,saudavel,0.0,0.0,0.022236928363205854,0.02449664417533215,1.0,0.0,0
ave,febre,0.0,0.0,0.07257016687336842,0.14481582220122302,0.689655172413793,0.0,1
cao,atividade_intensa,0.0,0.30280646748474416,0.05020084877792329,0.0,0.0,0.0,0
coelho,saudavel,0.0,0.0,0.04220049310215888,0.04116143334806033,0.689655172413793,0.0,0
coelho,saudavel,0.0,0.0,0.03827801334900021,0.012763174159681867,1.0,0.0,0
ave,saudavel,0.0,0.0,0.020928936213306503,0.0,0.0,0.0,0
